"Ruta","Pop","X","Y","KNKOD","KNNAMN"
46700003687000,7,539033,6224954,1080,"Karlskrona"
45730003726000,18,445158,6270620,765,"lmhult"
46920003876000,7,574548,6412011,883,"Vstervik"
45880003818000,3,466748,6361372,684,"Svsj"
47970004155000,4,699440,6683512,382,"sthammar"
45520004371000,1,471970,6916552,2326,"Berg"
46110004002000,25,503077,6543450,1861,"Hallsberg"
45360003713000,3,407352,6260252,767,"Markaryd"
47040004099000,2,602761,6633874,381,"Enkping"
45220004599000,3,459683,7147138,2313,"Strmsund"
46120003776000,10,487620,6317777,780,"Vxj"
45000003662000,12,367806,6211905,1283,"Helsingborg"
46330004441000,2,557681,6980881,2305,"Brcke"
47570004487000,139,684251,7018439,2284,"rnskldsvik"
48200004106000,1,718765,6632992,188,"Norrtlje"
45270003806000,1,405114,6353701,662,"Gislaved"
45140003827000,8,393693,6375587,1465,"Svenljunga"
46480004016000,13,540932,6554842,1880,"rebro"
48370004611000,15,772969,7137471,2409,"Robertsfors"
45400003710000,1,411122,6256977,767,"Markaryd"
46580004050000,31,553381,6588106,1960,"Kungsr"
46190003709000,8,489776,6250442,763,"Tingsryd"
45700003858000,8,451725,6402563,680,"Jnkping"
46710004467000,27,597364,7004272,2283,"Sollefte"
47890004102000,88,687599,6631078,188,"Norrtlje"
46550004292000,8,568330,6830216,2183,"Bollns"
44300004067000,5,327795,6621378,1765,"rjng"
45250004246000,5,435699,6793429,2039,"lvdalen"
45260003608000,3,389856,6156196,1263,"Svedala"
45050003667000,25,373149,6216541,1260,"Bjuv"
45600003925000,4,446661,6470158,1496,"Skvde"
47040003961000,17,592670,6496037,581,"Norrkping"
47130004393000,19,633511,6927282,2281,"Sundsvall"
45370003589000,141,399466,6136469,1287,"Trelleborg"
48990004982000,4,862303,7506521,2521,"Pajala"
45130003833000,15,393134,6381648,1452,"Tranemo"
48320004988000,1,796435,7516735,2584,"Kiruna"
44240003902000,14,309559,6456948,1421,"Orust"
47780004728000,1,723232,7258764,2505,"Arvidsjaur"
45020004108000,20,402481,6657116,1766,"Sunne"
47340004443000,3,658113,6975917,2282,"Kramfors"
45460003920000,30,432356,6466159,1496,"Skvde"
46420004312000,1,556909,6851132,2161,"Ljusdal"
46130003845000,2,493608,6386565,686,"Eksj"
44670003820000,13,346367,6371956,1463,"Mark"
46420004106000,6,541585,6645169,1982,"Fagersta"
48000004076000,3,696657,6604356,117,"sterker"
45260003639000,4,392072,6187123,1285,"Eslv"
45110003602000,520,374474,6151264,1233,"Vellinge"
45520003752000,1,426108,6298041,781,"Ljungby"
45770003656000,45,444121,6200504,1290,"Kristianstad"
48050004043000,17,699237,6571049,120,"Vrmd"
46190003688000,91,488271,6229493,1082,"Karlshamn"
46630004019000,21,556083,6556794,428,"Vingker"
45100003593000,369,372835,6142356,1233,"Vellinge"
46070004021000,34,500493,6562708,1814,"Lekeberg"
45140003725000,15,386295,6273782,1381,"Laholm"
43940003935000,2,282126,6492104,1435,"Tanum"
47310004077000,17,628023,6610040,381,"Enkping"
49560004804000,2,905512,7323864,2583,"Haparanda"
45880003664000,31,455657,6207715,1290,"Kristianstad"
48640004747000,834,809948,7272278,2581,"Pite"
44720003853000,1,353760,6404546,1443,"Bollebygd"
46600003871000,1,542309,6409237,884,"Vimmerby"
46460004108000,23,545712,6646888,1982,"Fagersta"
46800003691000,23,549287,6228252,1080,"Karlskrona"
46550004455000,1,580577,6993364,2303,"Ragunda"
46390003922000,3,525100,6461608,580,"Linkping"
45600003974000,7,450257,6519089,1447,"Gullspng"
46500003818000,2,528511,6357038,685,"Vetlanda"
47060004202000,1,612344,6736682,2180,"Gvle"
46930004184000,7,598082,6719583,2181,"Sandviken"
45120003644000,13,378475,6193098,1214,"Svalv"
46240004056000,34,519987,6596475,1885,"Lindesberg"
47500004125000,4,650454,6656706,380,"Uppsala"
44620003997000,63,354420,6549092,1492,"ml"
47930004047000,593,687573,6575854,182,"Nacka"
45980003917000,3,483910,6459489,509,"deshg"
45460004402000,30,468370,6948017,2326,"Berg"
45610003673000,8,429392,6218584,1293,"Hssleholm"
46320003884000,1,515364,6424163,512,"Ydre"
48760004805000,1,826201,7329811,2580,"Lule"
48820004772000,1818,829679,7296262,2580,"Lule"
44240003922000,59,311036,6476926,1485,"Uddevalla"
45010004620000,7,440504,7169736,2313,"Strmsund"
49260004803000,13,875657,7324690,2514,"Kalix"
46490003925000,13,535277,6463906,580,"Linkping"
45100003764000,25,385131,6312987,1315,"Hylte"
48060004087000,28,703435,6614944,188,"Norrtlje"
45910004511000,8,521326,7053964,2313,"Strmsund"
44980003750000,7,372160,6299867,1380,"Halmstad"
46960003747000,80,569242,6283010,880,"Kalmar"
45250003662000,52,392723,6210141,1214,"Svalv"
43920003959000,32,281917,6516232,1435,"Tanum"
46910004180000,21,595797,6715722,2181,"Sandviken"
47040004033000,3,597923,6567940,484,"Eskilstuna"
45840003881000,2,467343,6424535,680,"Jnkping"
45820004084000,2,480269,6627409,1863,"Hllefors"
46120003732000,6,484451,6273876,763,"Tingsryd"
44960003862000,8,378321,6411813,1490,"Bors"
46340003739000,3,506878,6279326,763,"Tingsryd"
45110003670000,6,379344,6219111,1277,"storp"
44590003960000,16,348692,6512346,1461,"Mellerud"
45960003994000,3,487560,6536516,1882,"Askersund"
45150003674000,3296,383618,6222819,1276,"Klippan"
48260003843000,18,705729,6369924,980,"Gotland"
46640003722000,8,535556,6260283,862,"Emmaboda"
45060003899000,3,390990,6448041,1470,"Vara"
47910004078000,18,687839,6606961,115,"Vallentuna"
46110004702000,1,555797,7244072,2421,"Storuman"
46080004525000,6,539255,7066786,2313,"Strmsund"
45980003670000,28,466053,6213002,1272,"Bromlla"
45220004481000,19,450592,7028871,2309,"Krokom"
46120003947000,3290,500041,6488457,583,"Motala"
45800003626000,12,444968,6170368,1291,"Simrishamn"
45500003874000,1136,432974,6419949,642,"Mullsj"
45100003627000,965,375264,6176277,1262,"Lomma"
46010004106000,1,500799,6648048,1864,"Ljusnarsberg"
45290003613000,9,393203,6160973,1263,"Svedala"
44710003785000,20,347800,6336727,1383,"Varberg"
46160003916000,8,501760,6457227,560,"Boxholm"
45330003909000,13,418606,6456100,1499,"Falkping"
46040003818000,3,482686,6360249,684,"Svsj"
46210004158000,108,524547,6698607,2081,"Borlnge"
45810004009000,4,473734,6552556,1862,"Degerfors"
45270003635000,37,392782,6183062,1285,"Eslv"
46740004266000,32,585275,6802889,2183,"Bollns"
48190003841000,13,698605,6368401,980,"Gotland"
47390004441000,4,662930,6973575,2282,"Kramfors"
46010003740000,30,474066,6282627,764,"Alvesta"
47710004111000,367,670334,6641289,380,"Uppsala"
47280003984000,11,618246,6517354,480,"Nykping"
46210003846000,28,501649,6387003,686,"Eksj"
48420003888000,15,724916,6413766,980,"Gotland"
47530004767000,1,701415,7299589,2505,"Arvidsjaur"
48020004026000,8,695012,6554269,136,"Haninge"
46940004377000,73,613439,6912569,2281,"Sundsvall"
48530004597000,2,787814,7122391,2409,"Robertsfors"
48330003841000,21,712567,6367456,980,"Gotland"
43970003936000,14,285187,6492883,1435,"Tanum"
46170003860000,5,498681,6401256,604,"Aneby"
45090003772000,36,384714,6321043,1315,"Hylte"
44790003803000,4,357081,6354125,1383,"Varberg"
47130004416000,58,635233,6950310,2280,"Hrnsand"
44920004066000,7,389401,6615864,1784,"Arvika"
45010003855000,3,382789,6404467,1490,"Bors"
48280004552000,3,759626,7078882,2480,"Ume"
45080003936000,1,395699,6484846,1494,"Lidkping"
47960004575000,2,729568,7104046,2460,"Vnns"
45480003707000,2,418878,6253420,1293,"Hssleholm"
46850004006000,8,577033,6542285,483,"Katrineholm"
45020003593000,694,364860,6142918,1233,"Vellinge"
44460003868000,54,328965,6421396,1440,"Ale"
46190003761000,17,493513,6302321,780,"Vxj"
46000003873000,1,482694,6415424,604,"Aneby"
45120003750000,1,386109,6298873,1380,"Halmstad"
47870004034000,4567,680651,6563273,136,"Haninge"
44280003871000,17,311258,6425694,1482,"Kunglv"
48880004801000,2,837804,7325037,2580,"Lule"
45080003651000,4,374990,6200364,1214,"Svalv"
47180004195000,659,623763,6728860,2180,"Gvle"
47360004443000,6,660100,6975781,2282,"Kramfors"
48040004102000,24,702537,6630068,188,"Norrtlje"
46820003788000,8,558233,6324883,881,"Nybro"
45720004476000,34,499808,7020256,2380,"stersund"
47810004126000,6,681388,6655603,380,"Uppsala"
46860004586000,24,621252,7122488,2463,"sele"
46760004030000,6,569830,6566879,484,"Eskilstuna"
46970003860000,130,578372,6395697,883,"Vstervik"
48420003864000,25,723193,6389807,980,"Gotland"
46800003949000,103,567895,6485714,582,"Sderkping"
47070003920000,17,592679,6454897,563,"Valdemarsvik"
46780004032000,14,571967,6568738,484,"Eskilstuna"
47040004193000,15,609689,6727822,2180,"Gvle"
44910003779000,9,367289,6329310,1382,"Falkenberg"
45570004070000,22,454361,6615197,1782,"Filipstad"
47170004599000,5,652983,7133405,2463,"sele"
47900004707000,1,733542,7236888,2482,"Skellefte"
46770004380000,19,596777,6916745,2281,"Sundsvall"
46070004433000,2,531269,6974701,2305,"Brcke"
48360003851000,1,716276,6377235,980,"Gotland"
45870003847000,5,467856,6390386,682,"Nssj"
46900004395000,32,610814,6930863,2281,"Sundsvall"
44570003880000,5,340802,6432587,1440,"Ale"
48070004108000,23,705963,6635863,188,"Norrtlje"
45590004023000,19,452873,6568100,1781,"Kristinehamn"
48270004118000,21,726612,6644517,188,"Norrtlje"
46590003716000,1,530143,6254644,1080,"Karlskrona"
44840004039000,5,379432,6589463,1785,"Sffle"
47800004076000,65,676738,6605706,115,"Vallentuna"
45790003691000,4,448621,6235280,1256,"stra Ginge"
48210004769000,4,768957,7297137,2560,"lvsbyn"
45860003866000,18,468242,6409421,680,"Jnkping"
46780004101000,16,577035,6637668,1981,"Sala"
45930004185000,8,498715,6727572,2029,"Leksand"
46620003724000,5,533706,6262417,862,"Emmaboda"
44790004020000,2,373045,6570841,1785,"Sffle"
45690004220000,903,477473,6764271,2062,"Mora"
45090004061000,44,405941,6609642,1715,"Kil"
45860003694000,3,455813,6237783,1256,"stra Ginge"
46890003949000,18,576858,6485091,581,"Norrkping"
46130003998000,3,504774,6539315,1882,"Askersund"
48650004766000,4,812365,7291306,2580,"Lule"
46070004119000,1,507730,6660616,2085,"Ludvika"
46470004615000,3,584791,7154267,2462,"Vilhelmina"
46610003797000,4,537956,6335319,821,"Hgsby"
45930004544000,33,525830,7086890,2313,"Strmsund"
44780003850000,8,359516,6401120,1443,"Bollebygd"
44110003967000,97,301427,6522833,1435,"Tanum"
44240003874000,1,307495,6428980,1482,"Kunglv"
47660004066000,21,662067,6596664,163,"Sollentuna"
46490004196000,23,555213,6734632,2080,"Falun"
46360003991000,1,527155,6530713,1861,"Hallsberg"
44950004044000,2,390749,6593664,1764,"Grums"
45970004594000,5,533624,7136727,2313,"Strmsund"
46680003757000,2,542053,6294923,862,"Emmaboda"
44730003789000,3,350084,6340578,1383,"Varberg"
46740004026000,7,567546,6563022,484,"Eskilstuna"
46570003735000,2,529511,6273737,862,"Emmaboda"
45120003708000,43,383076,6256959,1381,"Laholm"
45840004375000,1,504045,6918267,2260,"nge"
44620004480000,10,391003,7032277,2321,"re"
47070004461000,7,632651,6995785,2282,"Kramfors"
47020003911000,3,587045,6446257,563,"Valdemarsvik"
44620003922000,334,348872,6474172,1487,"Vnersborg"
47020004373000,23,621087,6908016,2281,"Sundsvall"
45670003695000,21,436950,6240112,1293,"Hssleholm"
45420003873000,6,424934,6419518,642,"Mullsj"
46570004289000,28,570094,6827076,2183,"Bollns"
46020003984000,16,492797,6526107,1882,"Askersund"
46410003735000,2,513566,6274848,763,"Tingsryd"
46520004152000,10,554934,6690441,2083,"Hedemora"
44700003763000,10,345205,6314837,1382,"Falkenberg"
48090004531000,2,739186,7059074,2480,"Ume"
46760004582000,4,611031,7119166,2463,"sele"
46570004123000,2,557763,6661110,1962,"Norberg"
47460004531000,4,676630,7063271,2284,"rnskldsvik"
44530003794000,20,330523,6347002,1383,"Varberg"
46840004066000,13,580433,6602285,1980,"Vsters"
45540004415000,2,477299,6960457,2326,"Berg"
47480004109000,1601,647290,6640853,380,"Uppsala"
45290003587000,96,391349,6135035,1287,"Trelleborg"
46730004011000,5,565452,6548110,483,"Katrineholm"
45890003766000,6,463983,6309409,764,"Alvesta"
48090004044000,21,703294,6571779,120,"Vrmd"
47080003772000,1,582995,6307125,861,"Mnsters"
45550003759000,3,429603,6304815,781,"Ljungby"
47510004481000,9,677843,7012832,2284,"rnskldsvik"
44440003818000,431,323309,6371611,1384,"Kungsbacka"
45470003744000,6,420548,6290410,781,"Ljungby"
48540004823000,16,805741,7349299,2582,"Boden"
46830004025000,10,576432,6561400,483,"Katrineholm"
48560004810000,3,806745,7336102,2582,"Boden"
47020003949000,27,589805,6484194,581,"Norrkping"
44910003672000,12,359555,6222521,1283,"Helsingborg"
46790003950000,15,566972,6486782,582,"Sderkping"
47360004055000,3,631391,6587720,486,"Strngns"
44490004026000,2,343639,6579013,1765,"rjng"
45530004016000,1,446386,6561535,1781,"Kristinehamn"
46940004347000,3,611195,6882544,2132,"Nordanstig"
46380004062000,6,534360,6601488,1885,"Lindesberg"
44280004465000,6,356118,7019784,2321,"re"
44800004034000,10,375081,6584757,1785,"Sffle"
44870004088000,1,386068,6638212,1766,"Sunne"
47960004056000,177,691217,6584643,120,"Vrmd"
47430003799000,5,619820,6331660,885,"Borgholm"
47210003891000,1,604525,6424985,883,"Vstervik"
47110004707000,7,655235,7242165,2418,"Mal"
44160003940000,18,304402,6495491,1430,"Munkedal"
45400003956000,5,429026,6502534,1493,"Mariestad"
45990003766000,28,473946,6308709,764,"Alvesta"
45010004089000,36,400068,6638199,1766,"Sunne"
45670003888000,77,450925,6432722,643,"Habo"
45910003611000,154,454864,6154638,1291,"Simrishamn"
45310003796000,10,408372,6343436,662,"Gislaved"
47260004416000,1078,648146,6949423,2280,"Hrnsand"
46140003759000,2633,488387,6300675,780,"Vxj"
45210003864000,17,403364,6412026,1491,"Ulricehamn"
44450003876000,60,328557,6429458,1482,"Kunglv"
45340003622000,12,398830,6169600,1281,"Lund"
47110004033000,1,604892,6567458,482,"Flen"
44620003805000,4,340291,6357339,1384,"Kungsbacka"
44980004093000,29,397382,6642413,1766,"Sunne"
46500003985000,37,540652,6523744,562,"Finspng"
44560004072000,2,354035,6624474,1784,"Arvika"
44090003959000,1,298842,6514986,1435,"Tanum"
44380004446000,1,364570,7000001,2321,"re"
46300004282000,1,542739,6821961,2121,"Ovanker"
46320003910000,2,517255,6450117,586,"Mjlby"
45360003645000,19,402469,6192406,1267,"Hr"
44710003787000,8,347946,6338724,1383,"Varberg"
44840003781000,2,360461,6331806,1382,"Falkenberg"
44360003846000,3538,317390,6400148,1480,"Gteborg"
46030003783000,4,479158,6325392,780,"Vxj"
46280003825000,2,507100,6365556,685,"Vetlanda"
48600004993000,1,824522,7520012,2521,"Pajala"
46760003998000,2,567488,6534919,483,"Katrineholm"
44950003836000,7,375425,6385926,1490,"Bors"
46690003704000,20,539251,6241981,1080,"Karlskrona"
46340003814000,1,512282,6354160,685,"Vetlanda"
47160003844000,12,596148,6378419,882,"Oskarshamn"
48340004104000,1,732566,6630057,188,"Norrtlje"
45080004138000,7,410690,6686668,1737,"Torsby"
46990004094000,5,597418,6629223,1981,"Sala"
46350003881000,3,518133,6420959,512,"Ydre"
47390004106000,15,638111,6638469,380,"Uppsala"
45100003727000,4,382454,6276061,1381,"Laholm"
44470004080000,32,345681,6633127,1730,"Eda"
47130003985000,825,603381,6519383,480,"Nykping"
46990004097000,18,597638,6632220,1981,"Sala"
45890004287000,1,502375,6829856,2161,"Ljusdal"
45130003800000,1,390732,6348706,1465,"Svenljunga"
46640004058000,2,559940,6595680,1983,"Kping"
47210003845000,3,601203,6379073,882,"Oskarshamn"
46530003784000,3,529048,6322902,760,"Uppvidinge"
48280004558000,4,760073,7084898,2480,"Ume"
44820003999000,2,374472,6549643,1785,"Sffle"
46520004385000,2,572322,6923486,2260,"nge"
48290004118000,22,728605,6644383,188,"Norrtlje"
45510003666000,12,418923,6212303,1293,"Hssleholm"
48220004548000,1,753367,7075263,2480,"Ume"
46360004043000,5,530972,6582648,1880,"rebro"
45170003805000,7,395080,6353413,1452,"Tranemo"
46680003688000,2160,537110,6226090,1080,"Karlskrona"
44400003923000,22,327041,6476763,1485,"Uddevalla"
46640004085000,4,561926,6622654,1907,"Surahammar"
46520003710000,4,522736,6249144,1080,"Karlskrona"
45590004225000,10,467909,6769984,2062,"Mora"
46330003709000,4,503728,6249467,1081,"Ronneby"
46390003834000,3,518710,6373771,685,"Vetlanda"
46690003726000,11,540826,6263927,862,"Emmaboda"
46530003897000,8,537223,6435676,513,"Kinda"
46970003963000,13,585844,6498517,581,"Norrkping"
46390004521000,7,569699,7060598,2283,"Sollefte"
47020004305000,40,616012,6839969,2184,"Hudiksvall"
46600004194000,1,566003,6731866,2080,"Falun"
45920003662000,19,459500,6205440,1290,"Kristianstad"
45820003879000,61,465205,6422679,680,"Jnkping"
46850004404000,2,606523,6940218,2281,"Sundsvall"
45480003643000,15,414286,6189567,1266,"Hrby"
45480003745000,18,421617,6291338,781,"Ljungby"
44990003735000,698,372071,6284825,1380,"Halmstad"
45190004085000,218,417674,6632904,1762,"Munkfors"
47580004070000,7,654392,6601204,139,"Upplands-Bro"
46360004193000,41,542064,6732542,2080,"Falun"
47130004461000,11,638609,6995375,2282,"Kramfors"
44740003816000,28,353048,6367461,1463,"Mark"
46770004045000,2,571925,6581792,484,"Eskilstuna"
44980003798000,4,375644,6347777,1382,"Falkenberg"
44390003851000,3745,320745,6404925,1480,"Gteborg"
46610003702000,2,531134,6240540,1080,"Karlskrona"
46840003788000,30,560226,6324745,821,"Hgsby"
44780003834000,13,358346,6385145,1463,"Mark"
45360004211000,2,443999,6757634,2062,"Mora"
48360003853000,4,716420,6379231,980,"Gotland"
48300004768000,110,777805,7295552,2560,"lvsbyn"
47580004537000,17,688993,7068478,2284,"rnskldsvik"
47920004816000,3,743772,7346252,2510,"Jokkmokk"
46830004116000,13,583115,6652310,1981,"Sala"
47040003952000,6,592015,6487051,581,"Norrkping"
44000003992000,4,292338,6548621,1486,"Strmstad"
46770004580000,35,611871,7117092,2463,"sele"
46420004065000,18,538562,6604206,1983,"Kping"
44480003849000,797,329563,6402278,1402,"Partille"
44860003817000,13,365074,6367601,1463,"Mark"
45200003952000,233,408823,6499967,1471,"Gtene"
48310003834000,86,710071,6360604,980,"Gotland"
47150003792000,46,591408,6326598,861,"Mnsters"
46300003741000,19,503035,6281600,780,"Vxj"
47910004560000,4,723480,7089336,2401,"Nordmaling"
47250005039000,4,694572,7575051,2584,"Kiruna"
46200004027000,1631,513872,6567787,1880,"rebro"
45970004185000,66,502692,6727289,2029,"Leksand"
45660003948000,3,454320,6492699,1473,"Treboda"
46500004412000,1,572369,6950655,2281,"Sundsvall"
47520004068000,52,648272,6599615,139,"Upplands-Bro"
46200003941000,30,507568,6481906,583,"Motala"
46350003922000,6,521117,6461887,580,"Linkping"
45030004097000,3,402654,6646050,1766,"Sunne"
46660004127000,4,567012,6664481,2084,"Avesta"
47600005002000,6,726303,7535473,2584,"Kiruna"
48120003847000,33,692055,6374863,980,"Gotland"
47250004039000,23,619270,6572490,486,"Strngns"
46710004694000,4,614611,7231855,2421,"Storuman"
44560004096000,2,355831,6648462,1730,"Eda"
45510003641000,14,417133,6187362,1266,"Hrby"
46680003852000,7,548902,6389719,884,"Vimmerby"
47340004153000,9,636586,6685781,360,"Tierp"
46490004311000,18,563789,6849642,2161,"Ljusdal"
49550004810000,5,904965,7329960,2583,"Haparanda"
44640003975000,1,354779,6526969,1492,"ml"
45230003722000,1,395047,6270151,1381,"Laholm"
44330003891000,97,317710,6445308,1415,"Stenungsund"
44380003827000,330,317990,6381030,1384,"Kungsbacka"
44230003974000,7,313893,6528950,1438,"Dals-Ed"
48950004858000,4,849019,7381927,2513,"verkalix"
44790003896000,3,363885,6446981,1445,"Essunga"
46790004555000,21,611958,7091893,2463,"sele"
45810004483000,21,509270,7026625,2380,"stersund"
48440004625000,7,780966,7151065,2409,"Robertsfors"
48870004793000,6,836213,7317057,2580,"Lule"
44840004004000,45,376833,6554494,1785,"Sffle"
48100004553000,5,741823,7081064,2480,"Ume"
45190004113000,30,419761,6660887,1783,"Hagfors"
46100003980000,12,500467,6521550,1882,"Askersund"
47410004460000,35,666339,6992470,2282,"Kramfors"
44480003817000,118,327221,6370325,1384,"Kungsbacka"
47710004487000,39,698155,7017500,2284,"rnskldsvik"
46550003894000,28,538997,6432542,513,"Kinda"
46720004073000,390,569004,6610109,1961,"Hallstahammar"
45590003755000,4,433299,6300541,781,"Ljungby"
46360003923000,36,522186,6462816,580,"Linkping"
45780004090000,9,476734,6633688,1863,"Hllefors"
46630004037000,1,557403,6574773,484,"Eskilstuna"
43990003967000,6,289481,6523712,1435,"Tanum"
46580004151000,2,560828,6689023,2083,"Hedemora"
46270004008000,55,519443,6548320,1861,"Hallsberg"
47470004458000,2,672148,6990061,2282,"Kramfors"
46120003671000,4,480078,6213022,1083,"Slvesborg"
46380004547000,1,570684,7086723,2313,"Strmsund"
45210004147000,2,424290,6694727,1783,"Hagfors"
45220003807000,7,400206,6355054,1452,"Tranemo"
47470004109000,2250,646294,6640921,380,"Uppsala"
45880003678000,14,456659,6221681,1290,"Kristianstad"
46910004065000,15,587326,6600802,1980,"Vsters"
46790004793000,5,630123,7330706,2506,"Arjeplog"
46220004010000,8,514613,6550668,1861,"Hallsberg"
44090003896000,20,294178,6452045,1421,"Orust"
47970004150000,26,699074,6678513,188,"Norrtlje"
46160003873000,2,498629,6414302,604,"Aneby"
46940003936000,8,580892,6471767,582,"Sderkping"
47720004064000,1371,667896,6594259,163,"Sollentuna"
46220003964000,1,511241,6504731,583,"Motala"
48490004751000,3,795368,7277253,2581,"Pite"
46560004005000,5,548089,6543299,428,"Vingker"
47300004702000,8,673683,7235862,2418,"Mal"
45950003909000,3,480339,6451713,509,"deshg"
46190003880000,6,502126,6421079,512,"Ydre"
46140003792000,6,490767,6333603,780,"Vxj"
46370004391000,42,557878,6930540,2260,"nge"
48720004773000,116,819834,7297897,2580,"Lule"
47010004304000,18,614943,6839037,2184,"Hudiksvall"
44690003774000,22,345008,6325889,1383,"Varberg"
45020003916000,27,388255,6465303,1470,"Vara"
48660004816000,12,817111,7341501,2580,"Lule"
48850004811000,5,835578,7335279,2580,"Lule"
45330003898000,9,417801,6445117,1499,"Falkping"
46260004576000,2,560995,7116633,2313,"Strmsund"
48280004118000,22,727609,6644450,188,"Norrtlje"
47090003815000,57,587083,6349961,882,"Oskarshamn"
45730003638000,2,438847,6182828,1290,"Kristianstad"
46840004262000,20,594918,6798197,2182,"Sderhamn"
46060004714000,3,551771,7256469,2421,"Storuman"
45210004377000,140,441650,6924797,2361,"Hrjedalen"
45170003623000,11,381956,6171793,1230,"Staffanstorp"
46320003882000,4,515218,6422167,512,"Ydre"
44600003873000,6,343275,6425380,1441,"Lerum"
48450004768000,4,792679,7294589,2581,"Pite"
47100003903000,1,594435,6437720,563,"Valdemarsvik"
44230003894000,6,307973,6449029,1421,"Orust"
45850003625000,5,449881,6169021,1291,"Simrishamn"
47470004097000,244,645415,6628930,380,"Uppsala"
47510004005000,1140,642682,6536753,488,"Trosa"
44930004098000,8,392782,6647772,1766,"Sunne"
45480004050000,4,443925,6595856,1780,"Karlstad"
46500003955000,2,538460,6493788,581,"Norrkping"
46980004378000,16,617487,6913295,2281,"Sundsvall"
47270003972000,1,616377,6505440,480,"Nykping"
44910003646000,1,357687,6196576,1282,"Landskrona"
46940003919000,14,579657,6454795,561,"tvidaberg"
45240003589000,204,386507,6137381,1287,"Trelleborg"
46650004276000,68,577074,6813516,2183,"Bollns"
46150003779000,25,490825,6320561,780,"Vxj"
45020003675000,41,370734,6224736,1277,"storp"
47850004038000,462,678949,6567404,126,"Huddinge"
46090003962000,14,498153,6503646,583,"Motala"
46360003698000,1,505930,6238285,1081,"Ronneby"
45510004433000,107,475693,6978697,2326,"Berg"
45400003638000,43,405955,6185141,1267,"Hr"
45570003959000,4,446168,6504322,1473,"Treboda"
45640003620000,3,428591,6165502,1265,"Sjbo"
44890003855000,387,370838,6405325,1490,"Bors"
46390004421000,1,562126,6960434,2305,"Brcke"
47100003986000,4,600466,6520588,480,"Nykping"
47120004689000,11,654855,7224031,2481,"Lycksele"
45430003697000,8,413176,6243794,1293,"Hssleholm"
44440003930000,1,331541,6483465,1487,"Vnersborg"
48300003853000,1,710436,6379636,980,"Gotland"
46570003812000,1,535052,6350564,860,"Hultsfred"
47480004149000,259,650225,6680829,360,"Tierp"
46220004177000,13,526954,6717529,2080,"Falun"
44950003749000,3,369099,6299082,1380,"Halmstad"
45960004132000,29,497754,6674384,2085,"Ludvika"
44910003849000,28,372391,6399191,1490,"Bors"
44120003946000,13,300864,6501778,1430,"Munkedal"
47090004030000,4,602682,6564600,482,"Flen"
44770003841000,8,357862,6392206,1443,"Bollebygd"
46660003681000,232,534617,6219246,1080,"Karlskrona"
44990003904000,17,384387,6453535,1470,"Vara"
45900003612000,17,453938,6155706,1291,"Simrishamn"
46070003802000,3,484516,6344072,684,"Svsj"
46420004151000,20,544914,6690139,2082,"Ster"
44320003939000,8,320258,6493327,1439,"Frgelanda"
44980003942000,8,386186,6491556,1494,"Lidkping"
45540003596000,5,416912,6142261,1286,"Ystad"
45790003789000,5,455682,6333063,683,"Vrnamo"
45900004072000,6,487339,6614853,1884,"Nora"
46840003851000,5,564769,6387612,884,"Vimmerby"
47850004698000,19,727905,7228181,2482,"Skellefte"
44960003842000,7,376859,6391845,1490,"Bors"
46180003910000,1201,503314,6451096,560,"Boxholm"
48810004767000,354,828313,7291299,2580,"Lule"
45790004081000,1,477062,6624624,1863,"Hllefors"
47320004747000,8,679088,7280906,2505,"Arvidsjaur"
46700004492000,5,598260,7029384,2283,"Sollefte"
45590004233000,18,468509,6777984,2062,"Mora"
46170003847000,12,497737,6388281,686,"Eksj"
44480003904000,2,333605,6457206,1462,"Lilla Edet"
45150004117000,30,416082,6665173,1783,"Hagfors"
46170003857000,11,498463,6398262,686,"Eksj"
46720003764000,9,546542,6301630,881,"Nybro"
48550003894000,8,738312,6418884,980,"Gotland"
47150003976000,5,604717,6510258,480,"Nykping"
46100003830000,1,489532,6371805,682,"Nssj"
47640004486000,1,691128,7016967,2284,"rnskldsvik"
45340003944000,2,422171,6490978,1471,"Gtene"
48390004649000,5,777797,7175473,2482,"Skellefte"
46910004097000,5,589677,6632772,1981,"Sala"
45780003864000,23,460129,6407988,680,"Jnkping"
45700003944000,7,458009,6488422,1472,"Tibro"
47310004074000,2,627803,6607043,381,"Enkping"
46080004645000,9,548439,7187093,2462,"Vilhelmina"
46510003782000,1,526911,6321046,760,"Uppvidinge"
47610004494000,48,688747,7025184,2284,"rnskldsvik"
47410004110000,3,640395,6642329,380,"Uppsala"
46490004326000,1,564913,6864650,2161,"Ljusdal"
45720003669000,10,440068,6213822,1290,"Kristianstad"
46760003943000,6,563475,6480001,582,"Sderkping"
44250004003000,4,318041,6557782,1438,"Dals-Ed"
45100003715000,23,381587,6264086,1381,"Laholm"
44990003856000,23,380870,6405608,1490,"Bors"
47840004946000,2,745747,7477527,2523,"Gllivare"
45770003826000,2,456371,6370129,665,"Vaggeryd"
47440004016000,5,636511,6548217,181,"Sdertlje"
45770003634000,18,442549,6178558,1270,"Tomelilla"
44660003909000,1,351897,6460900,1488,"Trollhttan"
46490003745000,2,522257,6284269,761,"Lessebo"
46440003721000,1,515551,6260673,763,"Tingsryd"
46040003937000,3,491345,6479035,584,"Vadstena"
