"Ruta","Pop","X","Y","KNKOD","KNNAMN"
46310003872000,4,513496,6412255,512,"Ydre"
44410003916000,6,327520,6469698,1485,"Uddevalla"
46230003999000,1,514801,6539612,1861,"Hallsberg"
45840003596000,6,446818,6140165,1286,"Ystad"
45160003696000,39,386197,6244701,1292,"ngelholm"
46440004119000,4,544535,6658020,1962,"Norberg"
46600003715000,2,531068,6253577,1080,"Karlskrona"
44740004001000,5,366659,6552220,1492,"ml"
45520003677000,122,420709,6223207,1293,"Hssleholm"
45710003957000,1,459958,6501332,1446,"Karlsborg"
45400003701000,2,410474,6247997,1293,"Hssleholm"
44970003897000,9,381882,6446688,1470,"Vara"
46870003814000,1,565088,6350481,882,"Oskarshamn"
47690004092000,37,666953,6622438,191,"Sigtuna"
46470004024000,22,540524,6562902,1880,"rebro"
46200003724000,20,491849,6265337,763,"Tingsryd"
45590004046000,2,454573,6591077,1760,"Storfors"
46080003979000,6,498403,6520692,1882,"Askersund"
45950004142000,27,497502,6684448,2085,"Ludvika"
45550003621000,235,419691,6167130,1265,"Sjbo"
47930004598000,173,728315,7127311,2404,"Vindeln"
46140004034000,48,508416,6575201,1880,"rebro"
45870004507000,216,517053,7050241,2313,"Strmsund"
45190003854000,1,400642,6402185,1491,"Ulricehamn"
44700003895000,14,354850,6446630,1489,"Alingss"
46540003882000,2,537130,6420634,513,"Kinda"
44440003963000,25,333982,6516431,1439,"Frgelanda"
45400004207000,2,447674,6753347,2062,"Mora"
46620003753000,6,535786,6291348,862,"Emmaboda"
48060004573000,19,739347,7101382,2460,"Vnns"
47980004054000,2376,693063,6582510,120,"Vrmd"
46800003804000,3,557392,6340987,821,"Hgsby"
48510004622000,11,787693,7147603,2409,"Robertsfors"
46440004066000,13,540625,6605065,1983,"Kping"
45340004381000,1,454860,6927860,2326,"Berg"
45480003905000,6,433248,6451040,1498,"Tidaholm"
46200003884000,8,503413,6425002,512,"Ydre"
47920004113000,2,691390,6641869,188,"Norrtlje"
46250004018000,5,518187,6558448,1881,"Kumla"
46970003930000,14,583444,6465570,563,"Valdemarsvik"
47420004004000,1,633645,6536369,480,"Nykping"
44190003889000,2,303620,6444326,1419,"Tjrn"
45000004022000,2,394090,6571323,1764,"Grums"
47250003918000,3,610465,6451663,563,"Valdemarsvik"
47690004563000,7,701865,7093807,2403,"Bjurholm"
44380003813000,127,316966,6367051,1384,"Kungsbacka"
46310003885000,1,514440,6425231,512,"Ydre"
46370004183000,33,542315,6722475,2080,"Falun"
47040003920000,14,589691,6455104,563,"Valdemarsvik"
44350003876000,10,318598,6430181,1415,"Stenungsund"
45860004089000,56,484618,6632121,1863,"Hllefors"
45010003992000,3,392863,6541281,1785,"Sffle"
47030004323000,40,618347,6857909,2184,"Hudiksvall"
47160003971000,6,605349,6505197,480,"Nykping"
44430004089000,34,342376,6642416,1730,"Eda"
47200003746000,3,593093,6280360,840,"Mrbylnga"
45270003794000,5,404242,6341724,662,"Gislaved"
45900004049000,6,485640,6591876,1884,"Nora"
44960004094000,11,395468,6643557,1766,"Sunne"
46680004050000,1086,563334,6587411,1960,"Kungsr"
45450004452000,41,471189,6998157,2380,"stersund"
45480004007000,6,440746,6552901,1781,"Kristinehamn"
45710003859000,14,452794,6403491,680,"Jnkping"
45700004228000,39,479066,6772199,2034,"Orsa"
46700004076000,2,567234,6613245,1961,"Hallstahammar"
47230003708000,33,593367,6242246,840,"Mrbylnga"
45160003923000,18,402708,6471292,1495,"Skara"
47120004084000,20,609622,6618337,381,"Enkping"
47190003995000,10,610084,6528957,480,"Nykping"
44570004209000,2,365329,6761374,1737,"Torsby"
45170004042000,4,412489,6590082,1780,"Karlstad"
45990003999000,6,490913,6541298,1861,"Hallsberg"
45270003617000,20,391495,6165104,1263,"Svedala"
45710003794000,7,448074,6338615,683,"Vrnamo"
48340004591000,4,768496,7117603,2480,"Ume"
47400004500000,1,668345,7032610,2284,"rnskldsvik"
45780003624000,17,442832,6168513,1291,"Simrishamn"
47650004564000,27,697970,7095076,2403,"Bjurholm"
45360003821000,276,415169,6368035,662,"Gislaved"
44990003778000,31,375187,6327743,1382,"Falkenberg"
47890004069000,107,685191,6598104,117,"sterker"
44780003684000,965,347462,6235418,1284,"Hgans"
44170003927000,2,304435,6482431,1430,"Munkedal"
45110003601000,104,374403,6150266,1233,"Vellinge"
47470003828000,2,625890,6360325,885,"Borgholm"
47120003918000,4,597514,6452556,563,"Valdemarsvik"
47140003786000,78,589981,6320680,861,"Mnsters"
47390004119000,20,639065,6651460,380,"Uppsala"
46330003812000,2,511141,6352234,685,"Vetlanda"
45780003725000,11,450068,6269272,765,"lmhult"
46090003872000,3,491585,6413794,604,"Aneby"
48040004044000,35,698313,6572115,120,"Vrmd"
48390004572000,1379,772044,7098221,2480,"Ume"
47430004019000,1,635734,6551282,181,"Sdertlje"
45560004026000,26,450110,6571311,1781,"Kristinehamn"
45430003729000,4,415480,6275724,767,"Markaryd"
45550004102000,12,454747,6647314,1782,"Filipstad"
46820004315000,18,596880,6851352,2184,"Hudiksvall"
45260004050000,4,422037,6597430,1780,"Karlstad"
45880004410000,3,510667,6953020,2305,"Brcke"
47080004705000,5,652110,7240361,2418,"Mal"
48590004972000,12,821942,7498922,2521,"Pajala"
47070003933000,9,593622,6467875,582,"Sderkping"
45210003673000,7,389526,6221398,1276,"Klippan"
45840003975000,6,474220,6518388,1860,"Lax"
46720003679000,19,540455,6216836,1080,"Karlskrona"
47320004122000,28,632318,6654936,380,"Uppsala"
46860004228000,2,594380,6764057,2101,"Ockelbo"
48010004038000,46,694888,6566324,136,"Haninge"
46600004516000,4,590153,7054124,2283,"Sollefte"
48180004581000,10,751860,7108617,2480,"Ume"
47530004041000,12,647297,6572574,181,"Sdertlje"
47990004021000,5,691660,6549477,136,"Haninge"
44920003929000,20,379255,6479003,1494,"Lidkping"
44430003949000,1,331950,6502518,1439,"Frgelanda"
45310004478000,12,459289,7025212,2309,"Krokom"
47380003807000,8,615410,6339986,885,"Borgholm"
46680003724000,4,539686,6262001,862,"Emmaboda"
49350004893000,2,891305,7414696,2518,"vertorne"
44970003883000,8,380855,6432709,1466,"Herrljunga"
44520003923000,10,338989,6475894,1487,"Vnersborg"
44950003805000,16,373165,6354979,1465,"Svenljunga"
43880003988000,4,280094,6545506,1486,"Strmstad"
47780004683000,2,719831,7213586,2417,"Norsj"
46970004153000,54,599772,6688320,2181,"Sandviken"
45270004110000,389,427494,6657314,1783,"Hagfors"
45320003614000,41,396265,6161760,1281,"Lund"
45640003703000,9,434535,6248304,1273,"Osby"
45270003829000,3,406787,6376659,1452,"Tranemo"
47080004426000,9,631016,6960665,2280,"Hrnsand"
45570004436000,15,481876,6981269,2380,"stersund"
44820003784000,9,358686,6334943,1382,"Falkenberg"
46290003914000,2,514559,6454320,586,"Mjlby"
46860004084000,12,583745,6620129,1980,"Vsters"
44630003861000,12,345383,6413181,1441,"Lerum"
46470004001000,2,538837,6539931,428,"Vingker"
47050004264000,40,615945,6798750,2182,"Sderhamn"
47210004080000,725,618288,6613722,381,"Enkping"
45740003859000,893,455782,6403279,680,"Jnkping"
46270004045000,2,522162,6585276,1880,"rebro"
45690003638000,2,434860,6183108,1290,"Kristianstad"
45560003928000,1,442898,6473437,1496,"Skvde"
46230003694000,18,492687,6235199,1082,"Karlshamn"
48170004054000,12,711992,6581232,120,"Vrmd"
47100004180000,10,614697,6714414,2180,"Gvle"
45440003622000,2,408798,6168898,1281,"Lund"
48020004550000,3,733654,7078583,2401,"Nordmaling"
48900004921000,1,848796,7445640,2521,"Pajala"
45260003765000,5,401144,6312851,1315,"Hylte"
47530005003000,2639,719461,7536939,2584,"Kiruna"
45880004026000,2,481953,6569042,1883,"Karlskoga"
45490004449000,18,474929,6994864,2380,"stersund"
48410004796000,5,790820,7322984,2582,"Boden"
45380004053000,5,434198,6599568,1780,"Karlstad"
44850003906000,2,370594,6456537,1445,"Essunga"
45150004077000,13,413100,6625198,1763,"Forshaga"
47080003757000,1,581919,6292160,880,"Kalmar"
44660004008000,4,359217,6559793,1785,"Sffle"
44680003912000,16,354109,6463752,1488,"Trollhttan"
45550004751000,1,504157,7297257,2421,"Storuman"
46840004005000,5,575964,6541356,483,"Katrineholm"
46410003814000,57,519256,6353673,685,"Vetlanda"
45080003725000,84,380316,6274207,1381,"Laholm"
47040003942000,5,591288,6477067,582,"Sderkping"
44490003909000,114,334969,6462127,1462,"Lilla Edet"
44440004082000,1,342846,6635345,1730,"Eda"
45330004484000,1,461733,7031078,2309,"Krokom"
45610004012000,16,454052,6556971,1781,"Kristinehamn"
45020003881000,2,385687,6430354,1466,"Herrljunga"
45090003824000,19,388494,6372948,1465,"Svenljunga"
44910003901000,1,376201,6451113,1445,"Essunga"
47270004436000,10,650637,6969382,2282,"Kramfors"
46780003736000,2,550513,6273280,880,"Kalmar"
47560004053000,26,651160,6584357,125,"Eker"
45230003785000,2,399605,6333025,662,"Gislaved"
46290003834000,4,508748,6374468,685,"Vetlanda"
45050003861000,2,387211,6410171,1490,"Bors"
45060003954000,14,395034,6502967,1494,"Lidkping"
46680004089000,20,566201,6626372,1907,"Surahammar"
45170003614000,9,381312,6162814,1280,"Malm"
45970003814000,5,475423,6356748,684,"Svsj"
45630003626000,13,428023,6171557,1265,"Sjbo"
46890004055000,33,584602,6590951,484,"Eskilstuna"
47730004068000,58,669183,6598188,114,"Upplands Vsby"
47600004083000,65,657334,6614057,191,"Sigtuna"
45800003618000,2,444397,6162388,1270,"Tomelilla"
46830004075000,37,580098,6611345,1980,"Vsters"
46020003781000,10,478018,6323466,780,"Vxj"
46160004019000,23,509303,6560078,1881,"Kumla"
47290004084000,19,626544,6617171,381,"Enkping"
45150003685000,9,384409,6233795,1257,"rkelljunga"
45050003984000,2,396253,6533003,1785,"Sffle"
45570003996000,13,448891,6541274,1447,"Gullspng"
44840003924000,16,370923,6474584,1444,"Grstorp"
46210004011000,109,513691,6551737,1861,"Hallsberg"
46170004129000,31,518418,6669905,2061,"Smedjebacken"
46100003924000,13,496369,6465634,586,"Mjlby"
46860004208000,6,592897,6744060,2101,"Ockelbo"
46540004296000,13,567636,6834287,2183,"Bollns"
44940004158000,9,398269,6707676,1737,"Torsby"
47460003804000,1,623169,6336444,885,"Borgholm"
46310003779000,2,506767,6319444,780,"Vxj"
45270003645000,26,393498,6193039,1285,"Eslv"
46270004393000,26,548099,6933244,2260,"nge"
47500004147000,18,652068,6678694,382,"sthammar"
46800003852000,14,560857,6388887,884,"Vimmerby"
45100003596000,24,373049,6145348,1233,"Vellinge"
45400003890000,11,424185,6436632,1499,"Falkping"
47660004013000,16,658205,6543721,192,"Nynshamn"
44830003912000,6,369044,6462672,1444,"Grstorp"
46380004435000,14,562191,6974523,2305,"Brcke"
45440004259000,2,455558,6805063,2062,"Mora"
45260003839000,1,406520,6386713,1452,"Tranemo"
45880003610000,31,451802,6153850,1291,"Simrishamn"
45340004523000,25,465718,7070082,2309,"Krokom"
47230003998000,23,614286,6531678,480,"Nykping"
46910003971000,30,580452,6506920,581,"Norrkping"
46460003742000,18,519051,6281484,761,"Lessebo"
46220003918000,4,507880,6458803,586,"Mjlby"
48440003862000,8,725044,6387676,980,"Gotland"
45880004343000,4,505599,6885957,2361,"Hrjedalen"
47260004442000,9,650093,6975459,2282,"Kramfors"
47690004000000,2,660248,6530534,192,"Nynshamn"
46120003808000,7,489931,6349709,685,"Vetlanda"
46280004422000,12,551282,6962207,2305,"Brcke"
47420004671000,6,683227,7203942,2481,"Lycksele"
46240003784000,4,500153,6324922,780,"Vxj"
46340004206000,28,541042,6745679,2080,"Falun"
46190004169000,65,523376,6709743,2081,"Borlnge"
45030004095000,33,402505,6644051,1766,"Sunne"
47400004756000,2,687699,7289408,2505,"Arvidsjaur"
45120003601000,712,375400,6150196,1233,"Vellinge"
49420004847000,26,894816,7367974,2518,"vertorne"
47080004038000,5,602271,6572659,484,"Eskilstuna"
46830004071000,8,579805,6607349,1980,"Vsters"
47140003735000,20,586325,6269799,840,"Mrbylnga"
44860003925000,9,372988,6475439,1444,"Grstorp"
44120003965000,2,302274,6520762,1435,"Tanum"
46820003984000,1,572439,6520523,581,"Norrkping"
45220003883000,1,405749,6430924,1499,"Falkping"
47720004020000,120,664690,6550305,192,"Nynshamn"
46260004595000,8,562446,7135682,2425,"Dorotea"
47310003775000,6,606136,6308537,885,"Borgholm"
46990003950000,17,586890,6485399,581,"Norrkping"
45300003823000,5,409338,6370457,1452,"Tranemo"
47070003746000,22,580134,6281254,880,"Kalmar"
45770004035000,2,471671,6578810,1883,"Karlskoga"
45520003655000,20,419132,6201258,1266,"Hrby"
44990003733000,1207,371926,6282829,1380,"Halmstad"
44230003861000,115,305543,6416069,1482,"Kunglv"
47820004049000,9674,676762,6578596,182,"Nacka"
44430004030000,36,337966,6583448,1765,"rjng"
48220003875000,7,704038,6402136,980,"Gotland"
46970004044000,4,591760,6579410,484,"Eskilstuna"
44850003757000,6,359715,6307778,1382,"Falkenberg"
46920004268000,5,603318,6803645,2182,"Sderhamn"
47220003753000,18,595588,6287206,840,"Mrbylnga"
45370004059000,5,433648,6605634,1780,"Karlstad"
46860003936000,8,572925,6472320,563,"Valdemarsvik"
44590003780000,1889,335481,6332595,1383,"Varberg"
44320003901000,132,317451,6455368,1485,"Uddevalla"
47320004014000,9,624415,6547040,461,"Gnesta"
45950004020000,4,488477,6562554,1814,"Lekeberg"
46470003892000,1,530884,6431102,513,"Kinda"
48950004948000,1,855781,7472518,2521,"Pajala"
49630004822000,18,913800,7341548,2583,"Haparanda"
49020004769000,2,849301,7291994,2580,"Lule"
47950004041000,134,689129,6569725,138,"Tyres"
44200003859000,6,302408,6414289,1482,"Kunglv"
46120004034000,22,506425,6575341,1880,"rebro"
44800003909000,16,365836,6459892,1445,"Essunga"
46640004060000,32,560087,6597678,1983,"Kping"
46070003887000,3,490684,6428908,687,"Trans"
46420003914000,3,527505,6453412,580,"Linkping"
46170003741000,30,490081,6282506,780,"Vxj"
44350003855000,54,317055,6409208,1480,"Gteborg"
45530004469000,7,480424,7014607,2309,"Krokom"
46910004385000,71,611058,6920784,2281,"Sundsvall"
45610004472000,19,488590,7017037,2380,"stersund"
46970003820000,2,575485,6355778,882,"Oskarshamn"
47130003936000,2,599817,6470457,582,"Sderkping"
46660003897000,6,550171,6434772,513,"Kinda"
47010004366000,38,619570,6901078,2281,"Sundsvall"
45260003763000,2,400999,6310855,1315,"Hylte"
44650004068000,36,362690,6619821,1784,"Arvika"
46650004269000,1,576552,6806514,2183,"Bollns"
44740003756000,2007,348682,6307564,1382,"Falkenberg"
46030003734000,5,475627,6276500,764,"Alvesta"
44520004207000,11,360208,6759741,1737,"Torsby"
44850003814000,10,363859,6364677,1463,"Mark"
47420004113000,12,641610,6645259,380,"Uppsala"
48300004620000,10,766692,7146955,2482,"Skellefte"
47540005012000,4,721141,7545938,2584,"Kiruna"
47930004044000,376,687355,6572857,138,"Tyres"
45970004464000,3,523698,7006455,2303,"Ragunda"
46440004079000,29,541583,6618053,1904,"Skinnskatteberg"
44860003751000,1,360276,6301718,1382,"Falkenberg"
46550004002000,16,546874,6540373,562,"Finspng"
48150004576000,10,748508,7103799,2480,"Ume"
45310003888000,16,415077,6435275,1499,"Falkping"
45830003808000,3,461042,6351743,683,"Vrnamo"
47590004033000,2723,652689,6564174,181,"Sdertlje"
46720004179000,4,576825,6716037,2104,"Hofors"
44610004488000,13,390629,7040367,2321,"re"
47360004625000,3,673795,7158195,2481,"Lycksele"
46240003883000,12,507323,6423724,512,"Ydre"
46080004076000,194,505543,6617580,1885,"Lindesberg"
44510004069000,3,348837,6621840,1730,"Eda"
47810004059000,11,676494,6588654,162,"Danderyd"
48180004589000,45,752459,7116641,2480,"Ume"
46580004059000,947,554042,6597096,1983,"Kping"
46330003936000,116,520147,6476004,580,"Linkping"
45900004180000,13,495359,6722786,2029,"Leksand"
46910003737000,2,563542,6273379,880,"Kalmar"
47320004162000,2,635259,6694914,360,"Tierp"
45690003721000,2,440812,6265912,765,"lmhult"
47060004020000,14,598964,6554818,482,"Flen"
46010003682000,17,469902,6224763,1272,"Bromlla"
46300004068000,1,526842,6608042,1885,"Lindesberg"
46380003726000,7,509930,6266078,763,"Tingsryd"
47340004138000,23,635483,6670789,380,"Uppsala"
45130004122000,64,414466,6670315,1783,"Hagfors"
47930004048000,1610,687646,6576853,182,"Nacka"
47470004478000,10,673646,7010096,2284,"rnskldsvik"
47050003898000,6,589092,6433073,883,"Vstervik"
45420003737000,3,415061,6283778,781,"Ljungby"
44540003821000,13,333490,6373888,1384,"Kungsbacka"
45170003943000,5,405174,6491193,1471,"Gtene"
48130004570000,12,746073,7097913,2480,"Ume"
46460003803000,2,523443,6342348,760,"Uppvidinge"
45150003797000,3,392506,6345570,662,"Gislaved"
46020004100000,2,501349,6641982,1864,"Ljusnarsberg"
45550004415000,3,478292,6960385,2326,"Berg"
46030004021000,9,496512,6562989,1880,"rebro"
44840003872000,8,367103,6422657,1442,"Vrgrda"
45250003845000,311,405961,6392773,1491,"Ulricehamn"
44940003941000,13,382130,6490844,1494,"Lidkping"
44460003876000,5,329553,6429386,1482,"Kunglv"
47630004538000,13,694032,7069146,2284,"rnskldsvik"
45790003858000,12,460689,6401928,680,"Jnkping"
46520004138000,5,553898,6676449,2083,"Hedemora"
47090004072000,5,605756,6606554,1980,"Vsters"
44810003856000,2,362943,6406896,1443,"Bollebygd"
48560003902000,1,739884,6426804,980,"Gotland"
44890004036000,1,384184,6586104,1764,"Grums"
45380003800000,4,415636,6346933,662,"Gislaved"
45790003844000,25,459670,6387954,680,"Jnkping"
47010004034000,1,595010,6569146,484,"Eskilstuna"
44000003929000,29,287656,6485670,1427,"Sotens"
46370003969000,6,526540,6508674,583,"Motala"
45040003702000,2,374671,6251537,1381,"Laholm"
45250003926000,18,411889,6473645,1495,"Skara"
46710003753000,15,544756,6290724,881,"Nybro"
46130003697000,3,482936,6238889,1060,"Olofstrm"
47950004094000,1,692990,6622679,188,"Norrtlje"
46490003802000,27,526360,6341141,760,"Uppvidinge"
46830004230000,27,591546,6766264,2101,"Ockelbo"
45390003878000,4,422312,6424723,1499,"Falkping"
45050003909000,3,390728,6458098,1470,"Vara"
45310003850000,3,412301,6397338,1491,"Ulricehamn"
45560003934000,1,443338,6479428,1496,"Skvde"
47490004171000,44,652837,6702751,360,"Tierp"
46600004286000,58,572851,6823866,2183,"Bollns"
46940003700000,23,563885,6236263,1080,"Karlskrona"
44400003850000,1,321668,6403854,1480,"Gteborg"
45690004158000,59,472839,6702285,2021,"Vansbro"
47330004441000,26,656970,6973982,2282,"Kramfors"
45310003639000,5,397055,6186771,1285,"Eslv"
44010003973000,1,291918,6529561,1435,"Tanum"
47240003971000,7,613316,6504647,480,"Nykping"
45570003660000,10,424473,6205895,1290,"Kristianstad"
43870003989000,9,279173,6546579,1486,"Strmstad"
44480004470000,20,376344,7023299,2321,"re"
44040003940000,10,292454,6496368,1435,"Tanum"
45010003684000,21,370385,6233787,1292,"ngelholm"
44250003991000,5,317148,6545791,1438,"Dals-Ed"
44380003962000,9,327935,6515868,1439,"Frgelanda"
45890003889000,6,472905,6432169,680,"Jnkping"
46520003726000,12,523883,6265106,862,"Emmaboda"
47050004261000,49,615722,6795749,2182,"Sderhamn"
46470004311000,4,561802,6849782,2161,"Ljusdal"
45550003768000,15,430253,6313796,781,"Ljungby"
45550004454000,36,481263,6999440,2380,"stersund"
45650004730000,6,512421,7275454,2421,"Storuman"
46400004319000,37,555447,6858275,2161,"Ljusdal"
45420004490000,1,471119,7036438,2309,"Krokom"
45270003826000,3,406569,6373665,1452,"Tranemo"
46870004064000,6,583272,6600079,1980,"Vsters"
47550004089000,23,652794,6620392,330,"Knivsta"
44110003883000,36,295210,6438914,1419,"Tjrn"
44810003833000,13,361261,6383932,1490,"Bors"
45810003638000,23,446821,6182268,1290,"Kristianstad"
46420003754000,12,515928,6293735,761,"Lessebo"
46260003863000,12,507862,6403621,512,"Ydre"
48070004837000,1,760224,7366387,2582,"Boden"
45220004475000,64,450132,7022861,2309,"Krokom"
46780004179000,13,582793,6715621,2181,"Sandviken"
46990003923000,13,584928,6458443,563,"Valdemarsvik"
44930004293000,4,407461,6842768,2039,"lvdalen"
44140003929000,21,301596,6484648,1430,"Munkedal"
46200003744000,20,493286,6285290,780,"Vxj"
44230003979000,9,314265,6533946,1438,"Dals-Ed"
46190003949000,7,507157,6489963,583,"Motala"
44380004033000,12,333214,6586811,1765,"rjng"
46240004090000,4,522495,6630443,1885,"Lindesberg"
46200003810000,8,498046,6351146,685,"Vetlanda"
45370003877000,3,420248,6423866,1499,"Falkping"
45340003805000,3230,412014,6352207,662,"Gislaved"
45100003841000,183,390730,6389848,1465,"Svenljunga"
46780003716000,2,549080,6253328,834,"Torss"
45110003711000,48,382295,6260023,1381,"Laholm"
45070003607000,11,370844,6156534,1280,"Malm"
45590004032000,15,453538,6577091,1781,"Kristinehamn"
44060003940000,13,294445,6496221,1435,"Tanum"
47780004738000,3,723989,7268806,2581,"Pite"
44910003678000,28,359986,6228508,1283,"Helsingborg"
45030003845000,259,384050,6394340,1490,"Bors"
44170003911000,35,303252,6466447,1485,"Uddevalla"
46300004041000,16,524854,6581070,1880,"rebro"
47500004516000,4,679475,7047969,2284,"rnskldsvik"
46960004296000,43,609378,6831378,2184,"Hudiksvall"
46790003760000,32,553231,6297154,881,"Nybro"
46140004600000,2,550934,7141540,2425,"Dorotea"
45320003682000,5,401136,6229603,1275,"Perstorp"
46980003798000,2,574897,6333756,861,"Mnsters"
45590003753000,61,433154,6298546,781,"Ljungby"
46790003692000,10,548361,6229319,1080,"Karlskrona"
47360003769000,14,610690,6302207,885,"Borgholm"
47070004258000,27,617488,6792612,2182,"Sderhamn"
45750003611000,82,438914,6155755,1270,"Tomelilla"
45940003904000,1,478978,6446791,509,"deshg"
44860003898000,17,371002,6448476,1445,"Essunga"
49130004808000,36,863130,7330520,2514,"Kalix"
46390003807000,2,516758,6346827,685,"Vetlanda"
44660004505000,2,396902,7057031,2321,"re"
45820003640000,14,447961,6184193,1290,"Kristianstad"
47180004438000,1,641848,6971998,2280,"Hrnsand"
44600004030000,1,354882,6582210,1765,"rjng"
47520004125000,915,652444,6656570,380,"Uppsala"
47100004262000,2,620768,6796406,2182,"Sderhamn"
47280003740000,69,600639,6273824,840,"Mrbylnga"
44970003856000,27,378878,6405751,1490,"Bors"
46880004108000,394,587501,6643971,1981,"Sala"
46540004334000,12,570480,6872306,2184,"Hudiksvall"
45400003807000,8,418136,6353778,662,"Gislaved"
44390003999000,6,331677,6552763,1460,"Bengtsfors"
45430003652000,1539,409947,6198897,1267,"Hr"
46490003730000,1,521180,6269304,763,"Tingsryd"
46370003952000,14,525297,6491700,580,"Linkping"
47100004012000,3,602362,6546553,482,"Flen"
47500004103000,405,648841,6634721,380,"Uppsala"
47380004111000,41,637482,6643534,380,"Uppsala"
45360003822000,39,415242,6369033,662,"Gislaved"
45190004030000,716,413589,6577950,1761,"Hammar"
47090003768000,4,583705,6303065,880,"Kalmar"
47560003999000,109,647226,6530420,488,"Trosa"
45640004065000,339,460954,6609703,1782,"Filipstad"
44460003998000,4,338570,6551254,1460,"Bengtsfors"
46790004024000,3,572376,6560678,484,"Eskilstuna"
45000003706000,59,370973,6255812,1278,"Bstad"
45940003848000,3,474901,6390892,682,"Nssj"
47100003981000,7,600102,6515595,480,"Nykping"
46010004200000,4,507787,6742002,2029,"Leksand"
47460004159000,13,648969,6690960,360,"Tierp"
45830003713000,2,454187,6256948,1273,"Osby"
47600004507000,36,688728,7038278,2284,"rnskldsvik"
46630003942000,19,550457,6479904,580,"Linkping"
44730003872000,118,356148,6423446,1489,"Alingss"
45490003833000,4,428991,6379092,662,"Gislaved"
48150004131000,6,715609,6658314,188,"Norrtlje"
46840004067000,5,580506,6603284,1980,"Vsters"
48850004766000,25,832207,7290043,2580,"Lule"
45330003891000,1,417288,6438128,1499,"Falkping"
45450003655000,1,412155,6201750,1267,"Hr"
47510004686000,3,693286,7218393,2417,"Norsj"
46860003873000,15,568353,6409431,883,"Vstervik"
46720004189000,2,577566,6726034,2181,"Sandviken"
47740004053000,2996,669085,6583134,180,"Stockholm"
45100004397000,2,432256,6945620,2361,"Hrjedalen"
47770004710000,1,720879,7240757,2482,"Skellefte"
46470003996000,10,538471,6534938,562,"Finspng"
45620003932000,23,449165,6477006,1472,"Tibro"
47120004051000,1,607204,6585369,486,"Strngns"
48300004555000,36,761836,7081759,2480,"Ume"
45410003732000,3,413704,6278859,767,"Markaryd"
43990003961000,21,289035,6517717,1435,"Tanum"
45590003613000,10,423108,6158869,1265,"Sjbo"
44410004048000,6,337319,6601583,1765,"rjng"
44450003895000,438,329955,6448434,1462,"Lilla Edet"
46530003955000,6,541447,6493579,581,"Norrkping"
47190003788000,3,595108,6322332,861,"Mnsters"
46090003763000,362,483693,6305016,780,"Vxj"
45360003957000,18,425118,6503818,1493,"Mariestad"
46380003906000,7,522939,6445705,580,"Linkping"
48040004150000,6,706044,6678043,188,"Norrtlje"
45040003880000,149,387606,6429213,1466,"Herrljunga"
45190003833000,7,399110,6381221,1452,"Tranemo"
48070004120000,8,706839,6647856,188,"Norrtlje"
49250004933000,1,884383,7455579,2521,"Pajala"
45490003912000,25,434757,6457958,1496,"Skvde"
45740003647000,6,440487,6191736,1290,"Kristianstad"
45490003620000,17,413639,6166553,1265,"Sjbo"
44750003994000,8,367135,6545154,1492,"ml"
45820003683000,28,451037,6227089,1256,"stra Ginge"
47750004504000,10,703399,7034268,2284,"rnskldsvik"
46220003701000,31,492192,6242252,1082,"Karlshamn"
46450003709000,4,515688,6248633,1081,"Ronneby"
46440004193000,19,550019,6731982,2080,"Falun"
44840003704000,57,354884,6254952,1278,"Bstad"
47510004084000,191,648446,6615668,191,"Sigtuna"
46420003952000,35,530276,6491350,580,"Linkping"
46360003963000,6,525106,6502753,583,"Motala"
48730004818000,7,824202,7343071,2580,"Lule"
46090003710000,3,479882,6252137,763,"Tingsryd"
44310003854000,159,312997,6408499,1480,"Gteborg"
45080004059000,5,404797,6607715,1715,"Kil"
45510003767000,10,426196,6313080,781,"Ljungby"
45220003602000,8,385440,6150491,1263,"Svedala"
45800004413000,2,502953,6956593,2305,"Brcke"
47850004088000,55,682593,6617359,115,"Vallentuna"
47760004143000,25,677655,6672932,382,"sthammar"
45690004094000,6,468078,6638323,1863,"Hllefors"
46570003917000,222,542661,6455363,580,"Linkping"
45570003987000,9,448228,6532285,1447,"Gullspng"
46790004135000,28,580536,6671574,2084,"Avesta"
44650003906000,32,350680,6457976,1488,"Trollhttan"
44470003915000,4,333420,6468265,1487,"Vnersborg"
44180003972000,3,308768,6527317,1435,"Tanum"
45400003655000,5,407172,6202101,1267,"Hr"
44690003888000,12,353339,6439712,1489,"Alingss"
47550004490000,35,682489,7021579,2284,"rnskldsvik"
47980004575000,28,731554,7103914,2460,"Vnns"
46130003860000,5,494697,6401536,682,"Nssj"
47690004055000,3126,664252,6585471,180,"Stockholm"
44650003936000,19,352891,6487939,1487,"Vnersborg"
45920003692000,8,461649,6235368,1290,"Kristianstad"
44350003955000,12,324430,6509093,1439,"Frgelanda"
46830003683000,20,551706,6220065,1080,"Karlskrona"
44170003944000,17,305694,6499415,1430,"Munkedal"
44630003799000,45,340850,6351277,1383,"Varberg"
46270003848000,325,507770,6388580,686,"Eksj"
45750003651000,82,441770,6195656,1290,"Kristianstad"
46960003948000,1,583757,6483609,581,"Norrkping"
45910004773000,5,541490,7316768,2422,"Sorsele"
46170004131000,17,518566,6671904,2061,"Smedjebacken"
45400003601000,28,403312,6148230,1264,"Skurup"
45710004081000,7,469104,6625192,1863,"Hllefors"
